0.00-19.80 press up
26.42 steer -47326
26.43 steer -39995
26.44 steer -26594
26.45 steer -3838
26.46 steer 0
26.70 steer -1311
26.71 steer -2574
26.72 steer -3587
26.73 steer -5103
26.75 steer -6874
26.76 steer -9654
26.77 steer -11172
26.83 steer -10918
26.84 steer -11172
26.85 steer -10918
26.86 steer -10665
26.87 steer -9149
26.88 steer -7378
26.89 steer -3080
26.90 steer 0
27.02 steer -2827
27.03 steer -5356
27.04 steer -6367
27.05 steer -8136
27.06 steer -8896
27.07 steer -9149
27.08 steer -8896
27.11 steer -9149
27.12 steer -8136
27.13 steer -7378
27.14 steer -2069
27.15 steer 0
27.41 steer -4345
27.42 steer -5860
27.43 steer -11425
27.44 steer -28617
27.45 steer -34179
27.46 steer -47326
27.47 steer -52888
27.48 steer -59715
27.49 steer -62244
27.50 steer -62498
27.52 steer -62751
27.58 steer -52637
27.59 steer -25330
27.60 steer -11172
27.61 steer -8389
27.62 steer -1816
27.63 steer 0
27.70 steer 2582
27.71 steer 10674
27.72 steer 12443
27.73 steer 14465
27.74 steer 14718
27.75 steer 15225
27.77 steer 3594
27.78 steer 0
28.02-28.09 press down
28.63 steer 3340
28.64 steer 9156
28.65 steer 12696
28.66 steer 26097
28.67 steer 33175
28.68 steer 43795
28.69 steer 50875
28.70 steer 54162
28.71 steer 59975
28.72 steer 60989
28.73 steer 61240
28.77 steer 56184
28.78 steer 50622
28.79 steer 45817
28.80 steer 34692
28.81 steer 29637
28.82 steer 18005
28.83 steer 12189
28.84 steer 6627
28.85 steer 2329
28.87 steer 2076
28.95 steer 1825
28.96 steer 2076
28.97 steer 1825
28.98 steer 2076
28.99 steer 2329
29.02 steer 2076
29.17 steer 2329
29.24 steer 2076
29.48 steer 1825
30.21 steer 1571
30.23 steer 811
30.25 steer 0
30.28 steer -1311
30.29 steer -2827
30.30 steer -5356
30.31 steer -8389
30.32 steer -13194
30.33 steer -16227
30.34 steer -19261
30.35 steer -24572
30.36 steer -29123
30.39 steer -29374
30.43 steer -29628
30.44 steer -26594
30.45 steer -20021
30.46 steer -12687
30.47 steer -8389
30.48 steer -5356
30.49 steer 0
30.57 steer -4345
30.58 steer -8896
30.59 steer -13952
30.61 steer -19514
30.62 steer -22043
30.67 steer -22296
30.69 steer -18756
30.70 steer -10412
30.79 steer -13698
30.80 steer -18250
30.81 steer -21285
30.82 steer -27605
30.83 steer -29374
30.85 steer -30639
30.90 steer -32157
30.91 steer -35190
30.92 steer -37466
30.93 steer -43535
30.94 steer -46315
30.95 steer -50108
30.96 steer -56175
30.97 steer -59211
30.98 steer -64773
30.99 steer -65536
31.10 steer -56429
31.11 steer -51120
31.12 steer -45050
31.13 steer -37466
31.15 steer -37719
31.20 steer -36961
31.22 steer -44039
31.23 steer -47579
31.24 steer -56175
31.25 steer -60475
31.26 steer -62498
31.27 steer -65536
31.43 steer -64267
31.44 steer -53900
31.45 steer -47326
31.46 steer -42524
31.47 steer -37466
31.48 steer -35950
31.50 steer -36708
31.52 steer -43028
31.53 steer -47326
31.54 steer -56682
31.55 steer -61991
31.56 steer -65536
32.51 steer -64267
32.52 steer -28112
32.53 steer -9907
32.54 steer -5609
32.55 steer 0
32.66 steer -1311
32.67 steer -3334
32.68 steer -4345
32.69 steer -5103
32.70 steer -8896
32.71 steer -12436
32.72 steer -21285
32.73 steer -25583
32.74 steer -32157
32.75 steer -33926
32.76 steer -34179
32.77 steer -33926
32.81 steer -33675
32.82 steer -32410
32.83 steer -26848
32.84 steer -9907
32.85 steer -8136
32.86 steer -1058
32.87 steer 0
32.94 steer -3587
32.95 steer -6114
32.96 steer -11425
32.97 steer -14712
32.98 steer -23561
32.99 steer -25583
33.00 steer -28112
33.01 steer -28870
33.07 steer -29374
33.08 steer -25330
33.09 steer -10412
33.10 steer -9149
33.11 steer -5356
33.12 steer 0
33.21 steer -1816
33.22 steer -3587
33.23 steer -4849
33.24 steer -6367
33.25 steer -8643
33.26 steer -10665
33.27 steer -11676
33.29 steer -12183
33.30 steer -12436
33.35 steer -12183
33.39 steer -10918
33.47 steer -13952
33.48 steer -18250
33.49 steer -23561
33.50 steer -25330
33.51 steer -29628
33.52 steer -30892
33.53 steer -32157
33.54 steer -33675
33.55 steer -37466
33.56 steer -38730
33.57 steer -42017
33.58 steer -42775
33.71 steer -43788
33.73 steer -45810
33.74 steer -48086
33.75 steer -56175
33.76 steer -59211
33.77 steer -62244
33.78 steer -65536
34.10 steer -64773
34.11 steer -58704
34.12 steer -55417
34.13 steer -54660
34.15 steer -54913
34.17 steer -62751
34.18 steer -65536
35.03 steer -63002
35.04 steer -56935
35.05 steer -55671
35.06 steer -55417
35.07 steer -54913
35.08 steer -54660
35.13 steer -55924
35.14 steer -62498
35.15 steer -65536
35.28 steer -63509
35.29 steer -30388
35.30 steer 0
35.38 steer -5103
35.39 steer -13952
35.40 steer -50613
35.41 steer -62244
35.42 steer -65536
35.56 steer -47326
35.57 steer -3587
35.58 steer 0
35.66 steer -1311
35.67 steer -10160
35.68 steer -18756
35.69 steer -27099
35.70 steer -34937
35.71 steer -37466
35.72 steer -40248
35.73 steer -40753
35.76 steer -40499
35.79 steer -40753
35.81 steer -39741
35.82 steer -37466
35.83 steer -32410
35.84 steer -26088
35.91 steer -20779
35.92 steer -17745
35.93 steer -12941
35.94 steer -4849
35.95 steer -2069
35.96 steer 0
36.11 steer 1065
36.12 steer 8398
36.13 steer 10420
36.16 steer 0
36.37 steer 1571
36.38 steer 14465
36.39 steer 24579
36.40 steer 43795
36.41 steer 51633
36.42 steer 63011
36.43 steer 65536
36.56-36.64 press down
36.69 steer 59724
36.70 steer 47839
36.71 steer 31912
36.72 steer 23821
36.73 steer 12189
36.74 steer 6627
36.75 steer 1825
36.76 steer 0
38.02 steer -805
38.03 steer -2069
38.04 steer -4849
38.05 steer -5860
38.06 steer -9907
38.07 steer -19514
38.08 steer -23561
38.09 steer -29374
38.10 steer -33926
38.11 steer -37466
38.16 steer -37212
38.18 steer -38477
38.19 steer -37972
38.20 steer -36455
38.21 steer -30892
38.22 steer -27352
38.23 steer -22801
38.24 steer -12436
38.25 steer -9907
38.26 steer -8136
38.27 steer -7378
38.28 steer -5103
38.29 steer 0
